biosample_document_no	biosample_no	document_no	is_current	date_created	created_by
72ec0bf0-7a76-491a-a84c-2697120f10b1	NHBE_RA	UW_Stam:NHBERA_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b36f97e2-9d80-474a-a44d-bef618c5c25c	HPDE6-E6E7	Crawford:HPDE6-E6E7_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3e5aae9d-3e68-4947-b5d5-1b8316598fc3	EPC_(CD117-_CD71+_TER119+)	UW:EPC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
041c6629-817e-421d-8ab5-ef5cc85e3f3d	BoneMarrow	Ren:BoneMarrow_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
45bdb969-7b01-4980-88f2-19b949ca9c5f	Pons_OC	Crawford:PonsOC_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b8d7f0dc-ac12-41ed-8fba-3156a2500a4d	Lung_BC	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b9c1b088-fa2e-4c86-bdf3-9670813effbc	UpperLegMuscle	Ren:Tissue_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b40af02f-2c84-4b49-9674-708895cbe055	PFSK-1	Myers:PFSK-1_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6bb88e5c-0f65-457f-a0f3-654dc36f1525	Spleen_OC	Crawford:SpleenOC_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
35d4411b-3990-43c6-b4f9-e36898a4e634	Adult_CD4_naive	Crawford_Stam:AdultCD4naiveTcell_Crawford.v2_PlusStam.v1_SOP.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4aab6d61-515f-4f5c-945a-c9547f75016c	BC_Skeletal_Muscle_01-11002	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f5d7a7d2-a423-4e8c-8c07-59e42c0ebb34	HCPEpiC	Stam:HCPEpiC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
33e71c4c-df80-4ba7-91d3-74370a9fd5b5	GM13976	Crawford:GM13976_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
bb678c07-55ae-47da-bb76-f275ddb6f744	BC_Bladder_01-11002	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1bbc3b15-1f48-4304-89f9-ecb6a6d9ff77	HA-sp	Stam:HA-sp_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
224ce8a7-6724-401e-9986-8e2b8ec765a5	HAoEC_7071706.1	Gingeras:HAoEC7071706.1_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
cdc4e928-1383-4564-853d-44d392c5e48b	UCH-1	Crawford:UCH1_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
323330b7-f71c-4b67-8e49-2ef2b1bd95a0	HFF-Myc	Stam:HFFMyc_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2e6d03fd-1cd1-40b6-8cd9-304fc07447f2	AG04450	Stam:AG04450_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d1438915-97cc-4f41-a264-98751b476af5	BC_Brain_H11058N	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f33be610-fa44-457f-8650-f7283cfa671d	Megakaryo	Hardison:Megakaryocyte_Hardison_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c1762d47-3579-4fa6-86e0-a5518932cc48	AG10803	Stam:AG10803_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1c61ad6b-58a0-457c-b6f0-7699f90e035d	BC_Breast_02-03015	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b65a6908-08e2-46bb-9f71-d5af62bf0903	8988T	Crawford:8988T_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e04a8f05-148a-4ecb-8875-24eebeca59cf	HMVEC-dLy-Neo	Stam:HMVEC-dLy-Neo_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d1aaee9e-8402-4d88-b1db-e28b2c073536	CD20+_RO01778	Stam:CD20+_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3b58cde7-55b9-4755-a91e-e6c2ddf9eb02	GM10248	Crawford:GM10248_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c9e2b020-8195-4709-ba9e-324a6bda26c5	EPC_(CD117+_CD71-_TER119-)	UW:EPC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d711521f-ffaf-44d2-9fa7-58a9cc8418e4	TReg	Stam:TReg_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
89cee105-bd70-4e5f-ab30-7313b867a343	GM18526	Snyder:GM-generalized_Snyder_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0733e78b-6e46-4c80-9061-4dc19d9ef2ab	HEEpiC	Stam:HEEpiC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
99828c80-5cc5-4309-8631-50b45778b031	BC_Rectum_N29	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9254fff2-70e2-4f3b-8acc-b5a98093ea67	TBEC	Crawford:TBEC_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
be7a92c9-af9e-479f-8240-c06daacaa3b6	HWP_8120201.5	Gingeras:HWP8120201.5_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c914b206-3817-4b18-ba5d-df364ae7ec3c	hMSC-AT_9061601.12	Gingeras:hMSCAT9061601.12_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
280b6974-c87b-4aa8-b46e-08e71f58a5b1	MDA-MB-231	Struhl:MDA-MB-231_Struhl_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
bf0819ec-876d-4a65-987b-6270b9f4897e	Heart_STL003	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ac310987-bf08-429d-bb86-c2727f985187	HFF	Stam:HFF_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
13c70c2f-c7f4-40b3-827c-97755bc8b1da	CH12	Weissman:CH12_Weissman_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
440803ed-918d-463f-b97d-96b5818ef584	SubcFatPad	Gingeras:SubcutaneousFatPad_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2dfd38d4-fc59-45c4-bb6b-352a0389201d	ES-Bruce4	Ren:ES-Bruce4_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ffd40bc7-02a4-4d3f-9cf3-584d447c0e4f	BC_Small_Intestine_01-11002	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4f0ffdd1-60b6-4e1b-a3e0-3bd0b4146d9d	BC_Adrenal_Gland_H12803N	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4f35ba1a-ea23-4ee6-acaf-226f3337a5fe	HPAEpiC	Stam:HPAEpiC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b2efdcc9-1506-4f83-8205-e66834c7c5fb	Hepatocytes	Crawford:Hepatocytes_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f0fc3737-02ae-4fe5-ba0c-73dbd70e78db	BG02ES-EBD	Myers:BG02ES_and_H9ES_Myers_protocols.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
985fd771-683f-46cc-abd5-1820bcfc1a21	C2C12	Wold:C2C12_Wold_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
bf22ad8f-1538-4571-9943-31822c985f2b	Mel_2183	Crawford:Mel2183_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6c909f66-1482-469e-98e2-6d39d3ce1078	HBVSMC	Stam:HBVSMC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
27bafe2f-392c-4000-b2ff-6907dd6cdd28	BC_Esophagus_01-11002	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
46c03ce0-d40d-4b94-8c17-fc0a0c1bc443	B-cell_(CD19+)	Stam:bCellCd19_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d5a987a4-f99b-4575-88d4-7b9ea7e474a1	H1-hESC	ENCODE:H1-hESC_Bernstein_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5818e3fe-49c8-469b-9e48-ef30e1aaa9d3	MEF	Ren:MEF_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5d9256a8-d223-4d06-9f55-fd2aabd01dbd	HFDPC_0100503.2	Gingeras:HFDPC0100503.2_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9c88c438-7232-424f-93c3-8ae8d484fdf8	MEP	Hardison:MEP_Hardison_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7fadbfb0-432b-4461-b4f3-1c8513112894	ES-D3	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
77949e07-ee94-4c96-be33-181139fbd40d	HConF	Stam:HConF_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
edcf91c3-6354-4a0b-a888-91f5774a686e	10T1/2	Wold:10ToneHalf_Wold_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
240ae399-8a9d-4dad-ae9b-e080b2739cd5	MCF10A-Er-Src	Struhl:MCF-10A_Struhl_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
38ff7aee-e17b-4851-9127-eb64b213a0d9	HPIEpC_9041503.2	Gingeras:HPIEpC9041503.2_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b0488079-2ff5-489b-8652-04cd81fd9050	FibroP_AG08395	Crawford:FibroP_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f295281b-47fe-4532-a4c5-a44f05861ab7	FibroP_AG08396	Crawford:FibroP_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
abdae349-21d0-4a5d-9093-94c6e9e41de2	GM10847	Snyder:GM-generalized_Snyder_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
aaabdd18-1f78-4012-8cb1-ff1eaf879f2a	Frontal_cortex_OC	Crawford:FrontalcortexOC_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6af1ddae-c416-48b5-b02e-0ab46b22c11e	iPS_hFib2_iPS5	Gilbert:IPSHFIB2IPS5_Gilbert_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6488c983-eda2-4d98-9dae-c98486bd3e86	iPS_hFib2_iPS4	Gilbert:IPSHFIB2IPS4_Gilbert_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a3885f0d-25a3-4325-a4dc-20a3ef309eb5	H9ES-AFP-	Myers:BG02ES_and_H9ES_Myers_protocols.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e185d6d6-40c6-43df-88ec-9f0da60f5967	H9ES-AFP+	Myers:BG02ES_and_H9ES_Myers_protocols.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9e7091b5-d522-4994-9466-03d5ebfda3fc	Caco-2	Stam:Stam_15_protocols.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d042a4c7-53b3-455f-84ed-75baa918efd9	Myometr	Crawford:Myometr_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0700495a-0eb5-4e82-9629-264552d81692	GM12869	Stam:GM12869_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
855077ce-f726-4ba4-93b8-e54ba69a4d50	BC_Jejunum_H12817N	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d0fab618-c3bf-45c2-ba1f-25c24805328a	Th2_Wb54553204	Stam:AdultCD4naiveTcell_Crawford.v2_PlusStam.v1_SOP.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
833907fb-f33c-438a-8001-550c8413d1b6	Cerebrum	Stam:Tissue_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
39481a75-b4b5-4102-abfe-1486791155bb	NHEM.f_M2_5071302.2	Gingeras:NHEM.fM25071302.2_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
cadc8036-4980-497b-9d9b-ab3866242105	CNS	Gingeras:CNS_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
febd8208-9e16-4b55-aecc-0e7025e37b5c	HPC-PL_0101504.13	Gingeras:HPCPL0101504.13_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
434c14c4-61d8-41e3-b7e9-6140ac882fa0	H7-hESC	StamAndCrawford:H7-hESC_StamAndCrawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5939afe9-85b7-4e1a-a212-088617bc2a1e	HAoEC_8061102.1	Gingeras:HAoEC8061102.1_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
23833587-b262-46f9-bf41-d1b92d48c6f6	Th17	Stam:AdultCD4naiveTcell_Crawford.v2_PlusStam.v1_SOP.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
600fdc60-7f8a-4980-917b-c9b3c018a5bf	CD4+_Naive_Wb11970640	Crawford_Stam:AdultCD4naiveTcell_Crawford.v2_PlusStam.v1_SOP.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
def8eb3e-e0fc-4549-95e9-55a87dbcd989	LHCN-M2	Wold:LHCNM2_Wold_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f0ec2f4f-fa61-4bd9-b482-29be381a90b8	GM12867	Stam:GM12867_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1a6938de-5475-42fb-96d2-06058ca744e3	Olf_neurosphere	Crawford:Olfneurosphere_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
05df191f-50ae-45f4-b29e-124f6731ebca	Liver_STL004	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
42251d69-0e30-4866-abcb-afdc690820d3	Esophagus_BC	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
26e2ff80-9325-4ec9-95a5-be4ae5b9f741	FibroP	Crawford:FibroP_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
338cfd9c-a023-4456-b672-8a338005a4ce	HFDPC	Gingeras:HFDPC0100503.2_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
157cc4fc-ca1a-4883-a930-e9d86b5e5270	HFDPC	Gingeras:HFDPC0102703.3_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d84a95fb-6ee6-467c-8607-3f925b80a524	HSMMtube	Bernstein:HSMMtube_Bernstein_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ec6111a9-8ede-409b-a106-0bd4751f8e11	HSMMtube	Crawford:HSMM_HSMMtube_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3a7d1ff7-23ff-40df-bdc6-26342d55ca14	HAoAF	Gingeras:HAoAF6090101.11_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1b4031d4-b559-4ef7-bf7b-660cbd94cae9	HAoAF	Gingeras:HAoAF6111301.9_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d597492d-ee2d-4cc5-a14a-e31eb8ea1e23	Thymus	Ren:Thymus_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e8d4d79d-7c34-44c2-af07-76e443e9c169	Thymus	Stam:Thymus_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
91df4b98-74d3-4d21-a564-72f8cd46a9b0	Thymus	Gingeras:Tissue_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6a01b730-eab0-4ea5-82ae-22247202bce0	MCF-7	Crawford:MCF-7_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8d5ec739-0822-4810-9ec9-c84a194f4129	MCF-7	Farnham:MCF-7_Farnham_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
be16e262-8520-4ca3-8572-a79b2b121fd5	MCF-7	Stam:Stam_15_protocols.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5eaa4174-5842-49c3-8bed-7a6f0e6944bb	HCH	Gingeras:HCH8100808.2_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
11c4606a-c7e4-4f8b-bbb5-542fba8ea715	HCH	Gingeras:HCH0011308.2P_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ff877a55-87ac-4499-8755-6740b6f1293b	PANC-1	Myers:PANC-1_Myers_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b78e2ef4-22d6-427d-a55d-15570568d92b	PANC-1	Stam:PANC-1_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
afd40c46-3284-40ee-a372-91790c1d927a	HEK293	Stam:Stam_15_protocols.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7d31a9c9-4dfe-4246-a58a-c4081eae80a1	HEK293	Snyder:HEK293b_Snyder_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b5d73e80-c4a7-41b6-bdc8-6837858070a0	HCT-116	ENCODE:HCT-116_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
479ef770-3d98-4e4b-a7eb-d960df10a83a	HCT-116	Stam:HCT116_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
edc4762c-8b46-4f11-a59e-5e36b8434148	LNCaP	Crawford:LNCaP_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
228b9f67-29f5-4986-9ca4-f2aa155a984d	LNCaP	Farnham:LNCaP_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
51aa39aa-7e87-4f7f-b24e-03b455709a97	LNCaP	Stam:LNCaP_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e3ac1074-3464-40db-9f19-5b9fd824159a	Liver	Ren:Liver_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
23d4b452-2562-4693-8445-2b36fb396667	Liver	Stam:Tissue_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5b2edf70-e8f4-4141-b2dd-dbb7bd3eaab5	Liver	Gingeras:Tissue_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c588cbae-57cb-4709-9f25-1eec62b4198f	SkMC	Gingeras:SkMC9011302_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
82824d5d-e4cc-48e6-b68c-ded3987517e1	SkMC	Gingeras:SkMC8121902.17_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
aee0267c-6ef9-4dd2-924e-9aa405f670e7	NHEM.f_M2	Gingeras:NHEM.fM25071302.2_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
af167f58-d0eb-43e9-93ff-44319219f56a	NHEM.f_M2	Gingeras:NHEM.fM26022001_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3b14749d-668e-4d68-b758-1adb4b53bb16	Lung	Ren:Lung_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6e9364c9-83a3-4309-9c2a-25bbbb955301	Lung	Gingeras:Tissue_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e151f77b-e727-4388-88fe-7475660ca960	HVMF	Stam:HVMF_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
fb0e692e-d419-4cb4-9bc6-e4c4854ea84e	HVMF	Gingeras:HVMF6100401.3_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
77c919df-7ada-4d09-a0c1-07c6c938972f	HVMF	Gingeras:HVMF6091203.3_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
66e056ae-51db-4b22-985d-c8ac996efefe	NHEM_M2	Gingeras:NHEMM27011001.2_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1e0e930b-7dc0-4ebd-9e06-2c9543296138	NHEM_M2	Gingeras:NHEMM27012303_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2de302b1-2880-464e-9d0f-b099055e18ed	Jurkat	Myers:Jurkat_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
197fcba6-3f6a-460a-b3dc-c4a79ad89479	Jurkat	Stam:Jurkat_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
68964bde-0c4a-4c79-aed4-be39dc294f90	hMSC-AT	Gingeras:hMSCAT0102604.12_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6614ee0f-3479-4011-8719-8babb2393c74	hMSC-AT	Gingeras:hMSCAT9061601.12_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a258ca02-6222-4472-bd6c-1327419a9226	Testis	Ren:Testis_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0db5802e-a7a7-4863-b675-a6d29cf43a5c	Testis	Gingeras:Tissue_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9d834f98-6d6b-44ef-8fa4-fa04588deac4	HMEC	Bernstein:HMEC_Bernstein_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
841c30ab-469b-4896-b6f5-6c89183c3e3c	HMEC	Crawford:HMEC_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
dec38220-0552-4882-b8c3-49e4aae1ec6f	HMEC	Stam:HMEC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
83a86991-d67f-4612-9c3e-748cc1d9064c	NHLF	Bernstein:NHLF_Bernstein_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c51cd942-5a20-422b-83a5-eb0a381f8811	NHLF	Stam:NHLF_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
906f25ea-ae83-412f-842a-ea98f767a634	NHDF-Ad	Stam:NHDF-Ad_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
71dc1c66-be93-4179-806d-fccdccef4dc4	NHDF-Ad	Bernstein:NHDF-Ad_Bernstein_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
67678a03-106e-438a-a2a6-157c306e72d4	A549	Myers:A549_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
39585432-405f-4a20-879a-2692d97696e6	A549	Crawford:A549_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
bcfe0ad8-33e9-472e-a6e7-6b21692b08cf	A549	Stam:A549_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1ccfc688-2896-41de-9e78-6d4bf27d326f	Limb	Ren:Limb_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7e0dd2b2-dd2f-4a07-9221-92f283cbd528	Limb	Gingeras:Limb_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
374e336c-2eb1-410f-9667-e553538377fa	Cortex	Ren:Cortex_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
70cb9435-5775-46da-b56d-09bb28f6340b	Cortex	Gingeras:Cortex_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1ae5ea30-6ce0-43cf-9364-8e52486dcdbd	HPIEpC	Gingeras:HPIEpC9012801.2_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7b1db159-e08b-4af4-a827-cd6c9c1c9c99	HPIEpC	Gingeras:HPIEpC9041503.2_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5d576fef-950b-47de-868c-1990855bb318	PanIslets	Crawford:PanIslets_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e3860ffb-f85a-4a55-9cd6-1673a0e3cb6e	PanIslets	Lieb:PanIslets_Lieb_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5f05ebbe-2cca-4f94-b982-c862f188246e	HSaVEC	Gingeras:HSaVEC9100101.15_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
40d971cd-d56a-4b9e-bb89-6ddaa8e32ba7	HSaVEC	Gingeras:HSaVEC0022202.16_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
84e7d8a1-6bc2-426a-9844-93b52e97b573	WholeBrain	Stam:Tissue_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
bf9051e6-7287-4cf8-aa5a-81358784ca45	WholeBrain	Gingeras:WholeBrain_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
